date,rainfall_morning,rainfall_afternoon,rainfall_night,min_temperature,max_temperature,wind_force
2012-1-1,1,1.5,2,1,8,3.0
2012-1-2,1,1,1,10,10,3.0
2012-1-3,3,3,3,0,7,3.0
2012-1-4,1,1,1,-1,4,3.0
2012-1-5,3,3.5,4,0,5,3.0
2012-1-6,4,4,4,2,5,3.0
2012-1-7,3,3,3,4,6,3.0
2012-1-8,4,4,4,4,7,3.0
2012-1-9,4,4,4,3,7,3.0
2012-1-10,4,4,4,2,6,3.0
2012-1-11,4,3.5,3,3,7,3.0
2012-1-14,5,5,5,4,8,3.0
2012-1-15,6,5.0,4,3,7,3.0
2012-1-16,4,3.5,3,4,6,3.0
2012-1-17,3,3,3,4,8,3.0
2012-1-18,6,6.5,7,5,7,3.0
2012-1-19,7,7,7,4,7,3.0
2012-1-20,3,3.5,4,1,7,3.33333333333
2012-1-21,8,8.5,9,-1,5,3.5
2012-1-22,9,9.5,10,-2,2,3.0
2012-1-23,3,6.5,10,-2,3,3.0
2012-1-24,10,6.5,3,-2,2,3.0
2012-1-25,1,1,1,-3,3,3.0
2012-1-26,1,1,1,-2,4,3.0
2012-1-27,1,1,1,6,6,3.0
2012-1-28,4,4,4,4,4,3.0
2012-1-29,4,3.5,3,2,6,3.0
2012-1-30,3,2.0,1,0,4,3.0
2012-1-31,2,1.5,1,1,5,3.0
2012-2-1,3,3,3,1,7,3.5
2012-2-2,1,1,1,1,5,3.0
2012-2-3,1,1,1,3,6,3.0
2012-2-4,1,2.5,4,3,7,3.0
2012-2-5,3,3.5,4,2,8,3.0
2012-2-6,7,5.5,4,0,6,3.5
2012-2-7,1,1,1,-1,4,3.0
2012-2-8,2,2,2,-2,-2,3.0
2012-2-9,1,2.5,4,1,7,3.0
2012-2-10,4,4,4,2,4,3.0
2012-2-11,3,3.5,4,4,6,3.0
2012-2-12,4,4,4,4,4,3.0
2012-2-13,4,4,4,5,10,3.0
2012-2-14,7,7,7,4,8,3.0
2012-2-15,4,4,4,2,6,3.5
2012-2-16,3,2.0,1,0,5,3.33333333333
2012-2-17,1,1,1,-1,5,3.0
2012-2-18,3,2.0,1,0,6,3.0
2012-2-19,1,1,1,7,7,3.0
2012-2-20,4,4,4,5,5,3.0
2012-2-21,7,7,7,7,7,3.0
2012-2-22,11,9.0,7,8,13,3.0
2012-2-23,4,4,4,6,11,3.0
2012-2-24,3,3,3,3,7,3.0
2012-2-25,3,3.5,4,2,6,3.0
2012-2-26,3,3.5,4,1,5,3.0
2012-2-27,4,4,4,2,6,3.0
2012-2-28,4,3.5,3,3,6,3.5
2012-2-29,4,4,4,5,5,3.0
2012-3-1,7,7,7,6,9,3.0
2012-3-2,11,9.0,7,4,8,3.0
2012-3-3,7,7,7,6,8,3.0
2012-3-4,12,12,12,6,9,3.0
2012-3-5,7,5.5,4,5,9,3.0
2012-3-6,3,3.5,4,5,12,3.0
2012-3-7,7,7,7,4,7,3.0
2012-3-8,11,9.0,7,3,6,3.0
2012-3-9,7,5.5,4,2,5,3.0
2012-3-10,3,2.0,1,3,9,3.0
2012-3-11,1,1,1,4,10,3.0
2012-3-12,2,1.5,1,4,12,3.5
2012-3-13,1,1,1,8,13,3.0
2012-3-14,1,7.0,13,7,16,3.0
2012-3-15,13,13,13,8,16,3.0
2012-3-16,13,8.5,4,10,18,3.0
2012-3-17,7,10.0,13,8,16,3.0
2012-3-18,3,8.0,13,7,14,3.0
2012-3-19,7,5.5,4,10,14,3.0
2012-3-20,4,3.5,3,6,10,3.0
2012-3-21,1,1,1,9,16,3.0
2012-3-22,13,12.0,11,8,22,3.0
2012-3-23,7,5.0,3,4,12,4.5
2012-3-24,1,1.5,2,5,13,3.0
2012-3-25,2,1.5,1,6,16,3.0
2012-3-26,2,2,2,11,24,3.0
2012-3-27,2,2,2,13,23,3.0
2012-3-28,2,1.5,1,13,26,3.0
2012-3-29,13,13,13,11,23,3.0
2012-3-30,11,7.5,4,8,17,4.5
2012-3-31,1,1,1,8,20,3.0
2012-4-1,2,2,2,11,25,3.0
2012-4-2,1,7.0,13,10,26,3.0
2012-4-3,1,1.5,2,11,20,4.5
2012-4-4,13,13,13,10,20,3.0
2012-4-5,1,1.5,2,11,24,3.0
2012-4-6,1,1,1,12,26,3.0
2012-4-7,1,1,1,12,25,3.0
2012-4-8,3,8.0,13,12,26,3.0
2012-4-9,13,13,13,14,22,3.5
2012-4-10,7,10.5,14,15,26,3.0
2012-4-11,3,2.0,1,12,25,3.0
2012-4-12,15,11.0,7,13,26,3.0
2012-4-13,13,7.0,1,12,22,3.0
2012-4-14,13,13,13,13,21,3.0
2012-4-15,13,13,13,12,19,3.0
2012-4-16,1,1,1,11,22,3.0
2012-4-17,1,7.0,13,14,24,3.0
2012-4-18,13,13.5,14,14,21,3.0
2012-4-19,3,2.0,1,14,23,3.0
2012-4-20,13,10.0,7,15,24,3.0
2012-4-21,1,1,1,15,22,3.0
2012-4-22,2,2,2,16,28,3.0
2012-4-23,1,1,1,18,18,4.5
2012-4-24,15,13.5,12,16,27,3.5
2012-4-25,1,1,1,16,16,3.0
2012-4-26,1,1.5,2,15,26,3.0
2012-4-27,2,1.5,1,16,29,3.0
2012-4-28,15,11.0,7,19,29,3.0
2012-4-29,13,14.0,15,18,25,3.0
2012-4-30,16,16,16,18,18,3.0
2012-5-1,4,3.5,3,16,24,3.0
2012-5-2,3,2.0,1,17,26,3.0
2012-5-3,1,2.0,3,19,28,3.0
2012-5-4,1,1,1,19,19,3.0
2012-5-5,2,2,2,18,31,3.0
2012-5-6,2,2,2,19,33,3.0
2012-5-7,11,11,11,20,20,3.5
2012-5-8,7,4.0,1,19,28,3.0
2012-5-9,3,2.0,1,17,28,3.0
2012-5-10,1,1,1,17,28,3.0
2012-5-11,1,1,1,18,29,3.0
2012-5-12,13,14.5,16,20,30,3.0
2012-5-13,13,13,13,18,24,3.5
2012-5-14,13,13,13,18,24,3.0
2012-5-15,3,2.0,1,18,27,3.0
2012-5-16,1,2.0,3,20,29,3.0
2012-5-17,2,1.5,1,20,30,3.0
2012-5-18,1,7.0,13,20,30,3.0
2012-5-19,12,12.5,13,18,23,3.0
2012-5-20,13,8.0,3,17,22,3.0
2012-5-21,1,1,1,17,25,3.0
2012-5-22,2,1.5,1,17,28,3.0
2012-5-23,13,13,13,19,25,3.0
2012-5-24,14,10.5,7,19,23,3.0
2012-5-25,13,8.5,4,18,22,3.0
2012-5-26,4,3.5,3,18,24,3.0
2012-5-27,1,1,1,18,28,3.0
2012-5-28,1,1,1,19,29,3.0
2012-5-29,16,16,16,20,20,3.5
2012-5-30,7,5.0,3,17,21,3.0
2012-5-31,1,1,1,18,24,3.0
2012-6-1,13,10.0,7,19,24,3.0
2012-6-2,3,2.0,1,19,25,3.0
2012-6-3,1,1,1,18,26,3.0
2012-6-4,4,4,4,20,26,3.0
2012-6-5,3,8.0,13,21,28,3.0
2012-6-6,13,13,13,22,28,3.0
2012-6-7,13,13,13,23,27,3.0
2012-6-8,13,7.0,1,23,31,3.0
2012-6-9,3,8.0,13,24,32,3.0
2012-6-10,3,9.0,15,24,31,3.0
2012-6-11,13,8.0,3,22,27,3.0
2012-6-12,1,2.0,3,23,30,3.0
2012-6-13,1,1,1,23,23,3.0
2012-6-14,1,7.0,13,22,33,3.0
2012-6-15,1,1,1,22,31,3.0
2012-6-16,1,7.0,13,23,31,3.0
2012-6-17,13,13,13,23,29,3.0
2012-6-18,17,15.5,14,21,24,3.0
2012-6-19,3,3,3,21,28,3.0
2012-6-20,1,2.0,3,22,28,3.0
2012-6-21,3,2.0,1,23,29,3.0
2012-6-22,14,15.5,17,20,29,3.0
2012-6-23,17,14.0,11,21,23,3.0
2012-6-24,13,13,13,23,27,3.0
2012-6-25,13,10.0,7,24,31,3.0
2012-6-26,17,16.5,16,23,27,3.0
2012-6-27,17,15.0,13,23,27,3.0
2012-6-28,13,8.0,3,24,28,3.0
2012-6-29,1,1,1,26,33,3.0
2012-6-30,15,8.0,1,26,34,3.0
2012-7-1,15,8.5,2,26,34,3.0
2012-7-2,1,1.5,2,26,36,3.0
2012-7-3,1,1,1,28,37,3.0
2012-7-4,2,1.5,1,28,37,3.0
2012-7-5,2,2,2,29,39,3.0
2012-7-6,2,1.5,1,29,38,3.0
2012-7-7,15,8.0,1,28,36,3.0
2012-7-8,15,8.0,1,27,36,3.0
2012-7-9,1,1,1,28,37,3.0
2012-7-10,1,1,1,28,37,3.0
2012-7-11,15,8.0,1,27,37,3.0
2012-7-12,1,1,1,29,36,3.0
2012-7-13,15,15,15,26,35,3.0
2012-7-14,16,16,16,25,25,3.0
2012-7-15,3,8.0,13,25,30,3.0
2012-7-16,13,13,13,25,29,3.0
2012-7-17,13,12.0,11,25,31,3.0
2012-7-18,3,3,3,25,25,3.0
2012-7-19,15,8.0,1,27,32,3.0
2012-7-20,7,4.0,1,26,35,3.0
2012-7-21,2,2,2,26,26,3.0
2012-7-22,1,1.5,2,28,36,3.0
2012-7-23,2,2,2,27,37,3.0
2012-7-24,1,1.5,2,28,36,3.0
2012-7-25,2,2,2,26,26,3.0
2012-7-26,1,1,1,27,36,3.0
2012-7-27,1,1.5,2,27,36,3.0
2012-7-28,2,2,2,27,36,3.0
2012-7-29,1,1.5,2,28,37,3.0
2012-7-30,2,2,2,28,38,3.0
2012-7-31,1,1,1,27,27,3.5
2012-8-1,13,10.0,7,26,33,3.5
2012-8-2,7,12.0,17,26,31,5.5
2012-8-3,13,13,13,27,27,3.0
2012-8-4,1,1,1,26,33,3.0
2012-8-5,15,8.0,1,26,33,3.0
2012-8-6,13,13,13,26,26,3.0
2012-8-7,17,16.5,16,25,30,6.5
2012-8-8,16,13.5,11,24,28,7.5
2012-8-9,14,10.5,7,25,33,4.5
2012-8-10,7,7,7,27,34,3.0
2012-8-11,7,10.0,13,26,34,3.0
2012-8-12,15,8.0,1,26,35,3.0
2012-8-13,15,8.0,1,27,35,3.0
2012-8-14,1,1,1,28,28,3.0
2012-8-15,2,8.5,15,29,38,3.0
2012-8-16,2,1.5,1,28,37,3.0
2012-8-17,2,2,2,28,37,3.0
2012-8-18,1,1,1,28,36,3.0
2012-8-19,15,8.0,1,26,36,3.0
2012-8-20,15,8.0,1,26,35,3.0
2012-8-21,15,15,15,25,25,3.0
2012-8-22,13,13,13,25,29,3.0
2012-8-23,13,13,13,21,28,3.5
2012-8-24,13,7.0,1,24,29,3.0
2012-8-25,13,13,13,25,25,3.5
2012-8-26,13,13,13,25,31,3.5
2012-8-27,14,13.5,13,25,30,5.5
2012-8-28,1,7.0,13,25,33,3.0
2012-8-29,1,1,1,25,32,3.0
2012-8-30,1,1,1,25,25,3.0
2012-8-31,1,1,1,25,35,3.0
2012-9-1,1,1,1,25,33,3.0
2012-9-2,1,1,1,23,33,3.0
2012-9-3,11,9.0,7,23,29,3.0
2012-9-4,14,13.5,13,17,24,3.0
2012-9-5,13,8.0,3,19,23,3.0
2012-9-6,3,8.0,13,23,27,3.0
2012-9-7,13,8.0,3,24,29,3.0
2012-9-8,1,1,1,24,31,3.0
2012-9-9,7,10.0,13,21,28,3.5
2012-9-10,3,3,3,23,26,3.0
2012-9-11,1,1,1,24,30,3.0
2012-9-12,15,11.0,7,19,32,3.0
2012-9-13,14,9.0,4,17,23,3.0
2012-9-14,3,2.0,1,17,24,3.0
2012-9-15,2,1.5,1,18,25,3.0
2012-9-16,1,1,1,18,26,3.5
2012-9-17,2,2,2,18,18,3.0
2012-9-18,2,1.5,1,17,28,3.0
2012-9-19,1,1,1,19,28,3.0
2012-9-20,1,1,1,19,29,3.0
2012-9-21,1,7.0,13,20,26,3.0
2012-9-22,4,5.5,7,20,24,3.0
2012-9-23,4,3.5,3,18,25,3.0
2012-9-24,1,1,1,19,27,3.0
2012-9-25,1,1,1,19,28,3.0
2012-9-26,1,1,1,20,27,3.0
2012-9-27,1,1,1,21,28,3.0
2012-9-28,1,2.0,3,14,27,3.0
2012-9-29,2,2,2,13,24,4.5
2012-9-30,2,2,2,13,25,3.0
2012-10-1,2,2,2,13,26,3.0
2012-10-2,2,2,2,15,26,3.0
2012-10-3,2,1.5,1,15,26,3.0
2012-10-4,2,2,2,16,26,3.0
2012-10-5,1,2.5,4,19,26,3.0
2012-10-6,1,1,1,17,26,3.0
2012-10-7,1,1,1,18,26,3.0
2012-10-8,1,1,1,18,26,3.0
2012-10-9,2,2,2,17,17,3.0
2012-10-10,2,1.5,1,16,27,3.0
2012-10-11,1,1.5,2,14,25,3.0
2012-10-12,1,1,1,16,16,3.0
2012-10-13,1,2.0,3,19,25,3.0
2012-10-14,3,3,3,19,24,3.0
2012-10-15,1,1,1,18,25,3.0
2012-10-16,1,2.5,4,15,27,3.0
2012-10-17,3,2.5,2,11,22,3.5
2012-10-18,2,2,2,11,21,3.0
2012-10-19,2,1.5,1,15,24,3.0
2012-10-20,1,1,1,18,26,3.0
2012-10-21,1,2.5,4,17,29,3.0
2012-10-22,1,1,1,12,12,4.5
2012-10-23,1,1.5,2,12,22,3.0
2012-10-24,1,2.0,3,15,24,3.0
2012-10-25,1,1,1,17,17,3.0
2012-10-26,1,1,1,19,28,3.0
2012-10-27,3,2.0,1,17,25,3.0
2012-10-28,1,1,1,17,23,3.0
2012-10-29,7,7,7,14,14,4.5
2012-10-30,4,3.5,3,10,18,3.5
2012-10-31,3,2.0,1,9,17,3.0
2012-11-1,2,1.5,1,10,19,3.0
2012-11-2,1,1,1,12,20,3.0
2012-11-3,7,7,7,11,11,4.5
2012-11-4,1,1.5,2,8,19,3.5
2012-11-5,2,2,2,7,18,3.5
2012-11-6,2,2,2,7,18,3.0
2012-11-7,2,3.0,4,10,18,3.0
2012-11-8,4,5.5,7,10,16,3.0
2012-11-9,13,10.0,7,13,16,3.0
2012-11-10,4,3.5,3,9,17,3.0
2012-11-11,1,1.5,2,5,15,4.5
2012-11-12,2,2,2,6,18,3.0
2012-11-13,2,2,2,7,19,3.0
2012-11-14,2,1.5,1,7,16,3.5
2012-11-15,1,2.5,4,11,16,3.0
2012-11-16,4,4,4,9,9,3.5
2012-11-17,1,1.5,2,5,15,3.0
2012-11-18,2,2,2,5,17,3.0
2012-11-19,2,2,2,8,18,3.0
2012-11-20,4,4,4,11,11,3.0
2012-11-21,14,9.0,4,12,14,3.0
2012-11-22,7,5.0,3,6,16,3.0
2012-11-23,3,3,3,5,5,3.0
2012-11-24,1,2.5,4,8,12,3.0
2012-11-25,14,9.0,4,8,14,3.0
2012-11-26,1,1,1,3,10,4.5
2012-11-27,3,3,3,7,7,3.0
2012-11-28,4,4,4,8,13,3.0
2012-11-29,3,3.5,4,9,13,3.5
2012-11-30,4,4,4,9,13,3.0
2012-12-1,7,7,7,8,11,3.0
2012-12-2,4,3.5,3,5,12,3.5
2012-12-3,1,1.5,2,2,14,3.0
2012-12-4,2,2.5,3,5,11,3.0
2012-12-5,1,1.5,2,2,13,4.5
2012-12-6,2,2,2,3,3,3.0
2012-12-7,2,2,2,4,16,3.0
2012-12-8,2,1.5,1,1,13,3.0
2012-12-9,2,2,2,0,9,3.5
2012-12-10,1,2.5,4,3,7,3.0
2012-12-11,1,1,1,4,9,3.0
2012-12-12,1,2.0,3,6,10,3.0
2012-12-13,4,4,4,10,10,3.0
2012-12-14,4,5.5,7,12,18,3.0
2012-12-15,4,4,4,7,10,3.0
2012-12-16,4,4,4,6,10,3.0
2012-12-17,4,6.0,8,2,9,3.5
2012-12-18,4,2.5,1,-1,6,3.5
2012-12-19,1,1,1,2,2,3.0
2012-12-20,7,7,7,5,5,3.0
2012-12-21,4,4,4,4,9,3.0
2012-12-22,4,3.5,3,0,6,3.5
2012-12-23,1,1.5,2,-3,5,3.5
2012-12-24,2,2,2,-1,-1,3.0
2012-12-25,1,2.5,4,3,10,3.0
2012-12-26,4,4,4,4,6,3.0
2012-12-27,7,7,7,5,8,3.0
2012-12-28,3,3,3,6,9,3.0
2012-12-29,8,13.0,18,-3,7,4.5
2012-12-30,1,1.5,2,-4,1,4.5
2012-12-31,2,2,2,-1,5,3.0
2013-1-1,1,1,1,0,0,3.0
2013-1-2,1,2.0,3,0,7,3.5
2013-1-3,10,10,10,-2,1,3.5
2013-1-4,18,18.5,19,-2,0,3.0
2013-1-5,10,9.0,8,-1,2,3.0
2013-1-6,8,5.5,3,0,2,3.0
2013-1-7,4,4,4,0,4,3.0
2013-1-8,3,3,3,1,4,3.0
2013-1-9,8,8,8,1,4,3.0
2013-1-10,1,1,1,2,8,3.0
2013-1-11,1,2.0,3,2,8,3.0
2013-1-12,1,6.0,11,4,9,3.0
2013-1-13,3,3,3,3,3,3.0
2013-1-14,1,1,1,2,9,3.0
2013-1-15,3,3,3,2,11,3.0
2013-1-16,1,1,1,2,9,3.0
2013-1-17,1,1.5,2,-3,5,3.5
2013-1-18,2,2,2,-1,6,3.0
2013-1-19,2,1.5,1,4,10,3.0
2013-1-20,1,2.0,3,8,12,3.0
2013-1-21,4,4,4,4,10,3.0
2013-1-22,3,3,3,2,7,3.5
2013-1-23,1,1,1,4,10,3.0
2013-1-24,1,1,1,1,13,3.5
2013-1-25,2,2,2,3,3,3.0
2013-1-26,1,1.5,2,1,13,3.0
2013-1-27,3,2.5,2,1,9,3.0
2013-1-28,2,2.5,3,6,13,3.0
2013-1-29,1,1,1,7,7,3.0
2013-1-30,2,1.5,1,7,18,3.0
2013-1-31,3,5.0,7,13,19,3.0
2013-2-1,4,4,4,7,17,3.0
2013-2-2,3,3,3,5,5,3.5
2013-2-3,4,4,4,8,15,3.0
2013-2-4,4,5.5,7,6,12,3.0
2013-2-5,4,3.5,3,5,10,3.5
2013-2-6,4,4,4,1,1,3.0
2013-2-7,8,13.5,19,-2,5,3.5
2013-2-8,18,13.0,8,-1.5,3,3.0
2013-2-9,3,2.0,1,-1,1,3.0
2013-2-10,3,3,3,3,3,3.0
2013-2-11,4,5.5,7,3,7,3.0
2013-2-12,4,3.5,3,2,6,3.0
2013-2-13,3,3.5,4,5,9,3.0
2013-2-14,4,4,4,4,8,3.0
2013-2-15,3,2.0,1,2,9,3.0
2013-2-16,1,7.0,13,6,12,3.0
2013-2-17,13,13,13,6,13,3.0
2013-2-18,7,7.5,8,1,8,4.5
2013-2-19,18,10.5,3,-1,2,3.5
2013-2-20,1,1,1,2,8,3.0
2013-2-21,4,4,4,5,10,3.0
2013-2-22,3,2.0,1,3,10,3.0
2013-2-23,20,11.0,2,4,14,3.0
2013-2-24,1,1,1,10,16,3.0
2013-2-25,1,4.0,7,12,18,3.0
2013-2-26,6,4.5,3,9,15,3.0
2013-2-27,3,3,3,8,14,3.0
2013-2-28,1,4.0,7,3,21,3.0
2013-3-1,7,5.5,4,1,8,5.5
2013-3-2,3,2.0,1,0,7,3.0
2013-3-3,2,2,2,4,12,3.0
2013-3-4,2,2,2,6,17,3.0
2013-3-5,2,2,2,10,22,3.0
2013-3-6,2,1.5,1,11,21,3.0
2013-3-7,2,2,2,12,24,3.0
2013-3-8,2,2,2,16,29,3.5
2013-3-9,1,7.0,13,6,30,3.5
2013-3-10,13,8.0,3,6,10,4.5
2013-3-11,13,7.0,1,7,15,3.0
2013-3-12,1,6.0,11,7,24,3.0
2013-3-13,5,4.0,3,2,11,4.5
2013-3-14,1,1.5,2,4,12,3.0
2013-3-15,2,1.5,1,8,18,3.0
2013-3-16,13,10.0,7,12,21,3.0
2013-3-17,16,16,16,12,12,3.0
2013-3-18,1,1,1,13,22,3.0
2013-3-19,6,6.5,7,10,22,3.0
2013-3-20,3,3,3,3,16,3.0
2013-3-21,7,7,7,10,10,3.0
2013-3-22,13,14.0,15,9,18,3.0
2013-3-23,7,7,7,8,12,3.5
2013-3-24,13,8.0,3,5,13,3.0
2013-3-25,7,7,7,7,7,3.0
2013-3-26,13,8.0,3,5,10,3.0
2013-3-27,1,1,1,8,18,3.0
2013-3-28,1,7.0,13,11,20,3.0
2013-3-29,1,1,1,9,9,3.0
2013-3-30,1,2.0,3,10,19,3.0
2013-3-31,1,1,1,9,18,3.0
2013-4-1,3,3,3,12,16,3.0
2013-4-2,1,1,1,8,8,3.0
2013-4-3,1,2.0,3,11,20,3.0
2013-4-4,1,2.0,3,15,22,3.0
2013-4-5,13,10.0,7,9,19,3.0
2013-4-6,1,1,1,5,5,3.5
2013-4-7,2,2,2,8,17,3.5
2013-4-8,1,1,1,10,22,3.0
2013-4-9,1,1,1,10,20,3.5
2013-4-10,2,2,2,10,10,3.0
2013-4-11,2,2,2,11,22,3.0
2013-4-12,2,2,2,14,24,3.0
2013-4-13,1,1,1,15,28,3.0
2013-4-14,1,1.5,2,14,29,3.0
2013-4-15,2,1.5,1,18,31,3.0
2013-4-16,13,13,13,17,29,3.0
2013-4-17,1,1,1,17,27,3.0
2013-4-18,3,3,3,10,26,4.5
2013-4-19,3,5.0,7,8,14,3.5
2013-4-20,4,2.5,1,6,12,3.5
2013-4-21,1,1.5,2,9,16,3.0
2013-4-22,13,13,13,13,21,3.0
2013-4-23,4,5.5,7,13,19,3.0
2013-4-24,3,2.0,1,13,22,3.0
2013-4-25,1,1.5,2,12,26,3.0
2013-4-26,2,2,2,14,28,3.0
2013-4-27,2,2,2,15,29,3.5
2013-4-28,1,1,1,18,29,3.0
2013-4-29,15,15.5,16,13,29,3.0
2013-4-30,4,3.5,3,11,16,3.0
2013-5-1,2,2,2,13,23,3.0
